name,address,plus_code,category,overall_rating,url,keywords
Damai Spa,"10 Scotts Rd, Grand Hyatt, Singapore 228211",8R4M+H6 Singapore,Spa,4,"https://www.google.com.sg/maps/place/Damai+Spa+Singapore/@1.3063978,103.8308518,17z/data=!3m1!4b1!4m5!3m4!1s0x31da198d629b6129:0x703adb2fb5324428!8m2!3d1.3063978!4d103.8330405?hl=en",['room']
Great World,"1 Kim Seng Promenade, Singapore 237994",7RVJ+FQ Singapore,Shopping mall,4.2,"https://www.google.com.sg/maps/place/Great+World/@1.2936417,103.8297406,17z/data=!3m1!4b1!4m5!3m4!1s0x31da198342085e07:0xed25ae8b5e8b38ca!8m2!3d1.2936417!4d103.8319293?hl=en","['renovation', 'cinema', 'basement', 'amenities', 'river', 'expats', 'valley', 'quiet', 'shuttle', 'makeover']"
Civil Defence Heritage Gallery,"62 Hill St, Singapore 179367",7RRX+QM Singapore,Historical place museum,4.3,"https://www.google.com.sg/maps/place/Civil+Defence+Heritage+Gallery/@1.2919146,103.8469573,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a11836343f:0x7e8321f6e2e4449d!8m2!3d1.2919041!4d103.8491668?hl=en","['kids', 'learn', 'exhibits', 'past', 'informative']"
Dairy Farm Nature Park,"100 Dairy Farm Rd, Singapore 679057",9Q3H+97 Singapore,Park,4.5,"https://www.google.com.sg/maps/place/Dairy+Farm+Nature+Park/@1.3534874,103.7759781,17z/data=!3m1!4b1!4m5!3m4!1s0x31da11aaaffffff9:0x3a5073feb8e48e5!8m2!3d1.3534874!4d103.7781668?hl=en","['exercise', 'mountain', 'trekking', 'jungle', 'flora', 'stairs', 'summit', 'rock', 'cows', 'insects']"
Lush Spa,"80 Mount Pleasant Rd, Singapore Polo Club, Singapore 298334",8RMP+4F Singapore,Permanently closed,4.8,"https://www.google.com.sg/maps/place/Lush+Spa/@1.3327909,103.83397,17z/data=!4m5!3m4!1s0x31da175a53b589d5:0x9ce7865f62d13b40!8m2!3d1.3327944!4d103.8361667?hl=en",
Jurong Lake Garden,Yuan Ching Rd,8PPG+9F Singapore,Garden,4.6,"https://www.google.com.sg/maps/place/Jurong+Lake+Gardens/@1.3358997,103.7239854,17z/data=!3m1!4b1!4m5!3m4!1s0x31da0ffd28f00259:0x6f21e436ac8c03f8!8m2!3d1.3358997!4d103.7261741?hl=en","['exercise', 'cycling', 'swimming', 'renovation', 'the', 'sand', 'vending', 'lanterns', 'grassland', 'boardwalk']"
Victoria Theatre & Victoria Concert Hall,"9 Empress Pl, Singapore 179556",7VQ2+7J Singapore,Performing arts theater,4.6,"https://www.google.com.sg/maps/place/Victoria+Theatre+and+Concert+Hall/@1.2882349,103.8493493,17z/data=!3m1!5s0x31da1909eed68485:0xb225083ef4e6a25e!4m5!3m4!1s0x31da1909ef4fc75d:0x38acdb93d7eba556!8m2!3d1.2882349!4d103.851538?hl=en","['great', 'renovated', 'venue', 'photos', 'colonial', 'interior', 'lawn', 'picture', 'choir', 'monument']"
Natureland Liat Towers,"541 Orchard Road, #02-01 & #03-01, Liat Towers, 238881",8R4J+36 Singapore,Massage spa,4.2,"https://www.google.com.sg/maps/place/Natureland+Orchard+Liat+Towers/@1.3051925,103.8284018,17z/data=!4m5!3m4!1s0x31da19d3fcc4b337:0xa06366aa42acd68f!8m2!3d1.3051925!4d103.8305905?hl=en","['experience', 'clean', 'outlet', 'professional', 'therapist', 'whatsapp', 'trained', 'book', 'customers']"
Sri Krishnan Temple,"152 Waterloo St, Singapore 187961",8V23+53 Singapore,Hindu temple,4.7,"https://www.google.com.sg/maps/place/Sri+Krishnan+Temple/@1.3004834,103.8505237,17z/data=!4m5!3m4!1s0x31da19bb09bad3e7:0x91b50df4797b5724!8m2!3d1.3004834!4d103.8527124?hl=en","['pray', 'divine', 'architecture', 'statues', 'renovated', 'priests', 'incense', 'shoes', 'paintings', 'tourists']"
Elgin Bridge,South Bridge Rd,7RQX+JP Singapore,Bridge,4.5,"https://www.google.com.sg/maps/place/Elgin+Bridge/@1.2890862,103.847096,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190a0b3957bf:0x34d500ae872aa5b2!8m2!3d1.2890862!4d103.8492847?hl=en","['night', 'photo', 'walk', 'river', 'lights', 'color', 'buildings', 'rainbow', 'pictures', 'boat']"
OCBC Aquatic Centre,"7 Stadium Dr, Singapore 397632",8V4F+44 Singapore,Aquatic centre,4.6,"https://www.google.com.sg/maps/place/OCBC+Aquatic+Centre/@1.3053455,103.8705759,17z/data=!3m1!5s0x31da18497254e545:0x821482169ed856cb!4m5!3m4!1s0x31da184a3365e45d:0xb993388d7019fcfa!8m2!3d1.3053455!4d103.8727646?hl=en","['clean', 'training', 'shower', 'competition', 'lifeguards', 'lockers', 'lanes', 'diving', 'price', 'well']"
Church of St. Alphonsus,"300 Thomson Rd, Singapore 307653",8RCV+M3 Singapore,Catholic church,4.8,"https://www.google.com.sg/maps/place/Church+of+Saint+Alphonsus/@1.3216507,103.8404672,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19e7332fce99:0xd97f2074b590cccd!8m2!3d1.3215173!4d103.8423342?hl=en","['renovation', 'architecture', 'blessed', 'saturday', 'holy', 'big', 'jesus', 'our', 'service', 'devotion']"
Padang,Singapore 179861,7VR3+66 Singapore,Sports activity location,4.5,"https://www.google.com.sg/maps/place/Padang,+Singapore/@1.2905564,103.8508551,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19a70e9c6981:0x405b1538ed31506f!8m2!3d1.2905564!4d103.8530438?hl=en","['f1', 'history', 'field', 'national', 'concert', 'rugby', '2019', 'past', 'monument', 'parade']"
Dialogue in the Dark Singapore,"535 Clementi Rd, blk 5, Singapore 599489",8QMG+JQ Singapore,Exhibit,4.7,"https://www.google.com.sg/maps/place/Dialogue+in+the+Dark+Singapore/@1.3341138,103.7746939,17z/data=!4m5!3m4!1s0x31da1087a1aa3599:0xfbcb80f07530a3d1!8m2!3d1.3340805!4d103.777155?hl=en","['experience', 'learn', 'eyes', 'feel', 'darkness', 'river', 'student', 'room', 'walk']"
Float At The Bay,"20 Raffles Ave, Singapore 039805",7VQ5+7J Singapore,Live music venue,4.5,"https://www.google.com.sg/maps/place/The+Float+@+Marina+Bay/@1.288153,103.8568393,17z/data=!4m5!3m4!1s0x31da19a82df5627f:0x1ff2e3f6296b5da!8m2!3d1.288153!4d103.859028?hl=en","['fireworks', 'f1', 'new', 'beautiful', 'river', 'parade', 'soccer', 'landscape', 'nightscape', 'light']"
Chinese Heritage Centre,"46 Nanyang Ave, Singapore 639817",8MVM+GJ Singapore,Heritage museum,4.3,"https://www.google.com.sg/maps/place/Chinese+Heritage+Centre/@1.3438247,103.6818908,17z/data=!4m5!3m4!1s0x31da0f9fb5541ac3:0xa6b9a97b5786b73d!8m2!3d1.3438247!4d103.6840795?hl=en","['architecture', 'building']"
The Centrepoint,"176 Orchard Rd, Singapore 238843",8R2R+J3 Singapore,Shopping mall,4,"https://www.google.com.sg/maps/place/The+Centrepoint/@1.3015383,103.8379485,17z/data=!4m5!3m4!1s0x31da1996d05c9d45:0x737fb2933672cae9!8m2!3d1.3015383!4d103.8401372?hl=en","['restaurants', 'renovation', 'basement', 'metro', 'anchor', 'crowd', 'decathlon', 'quiet', '80s', 'belt']"
Sembawang Park,Sembawang Rd,FR6P+MQ Singapore,Park,4.4,"https://www.google.com.sg/maps/place/Sembawang+Park/@1.4616659,103.8346989,17z/data=!4m5!3m4!1s0x31da14bc54e0d427:0x7dbefe1280818621!8m2!3d1.4616659!4d103.8368876?hl=en","['beach', 'fishing', 'jetty', 'shipyard', 'sunrise', 'sea', 'battleship', 'water', 'strait', 'bus']"
Ode To Art,"252 North Bridge Rd, #01-36E F, Raffles City Shopping Centre, Singapore 179103",7VV3+FG Singapore,Art gallery,4.5,"https://www.google.com.sg/maps/place/Ode+To+Art/@1.293672,103.8515911,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19068952cfdd:0x377946d2ad61955a!8m2!3d1.293672!4d103.8537798?hl=en","['artists', 'contemporary', 'cute', 'mall', 'paintings', 'modern']"
Changi City Point,"5 Changi Business Park Central 1, Singapore 486038",8XM7+P3 Singapore,Shopping mall,4.3,"https://www.google.com.sg/maps/place/Changi+City+Point/@1.3342732,103.96055,17z/data=!3m1!4b1!4m5!3m4!1s0x31da3c8dd2aa223f:0xd56922fc86e05677!8m2!3d1.3342732!4d103.9627387?hl=en","['deals', 'brands', 'airport', 'basement', 'sportswear', 'factory', 'warehouse', 'sporting', 'food', 'business']"
Hay Dairies,"3 Lim Chu Kang Lane 4, Singapore 718859",CPJ5+XP Singapore,Dairy farm,4.4,"https://www.google.com.sg/maps/place/Hay+Dairies+Pte+Ltd/@1.4324819,103.7070811,17z/data=!3m1!4b1!4m5!3m4!1s0x31da0d99c6a69815:0x63d84a1f83540f03!8m2!3d1.4324819!4d103.7092698?hl=en","['kids', 'goat', 'feed', 'educational', 'goat', 'bottle', 'bag', 'adults', 'smell', 'sheep']"
Captivate Escape Rooms,"190 Clemenceau Ave, #06-28, Singapore 239924",7RXV+7M Singapore,Escape room center,4.4,"https://www.google.com.sg/maps/place/Captivate+Escape+Rooms/@1.298146,103.8419692,17z/data=!3m1!4b1!4m5!3m4!1s0x31da199804a12a3d:0x45d13059ed3d77ef!8m2!3d1.298146!4d103.8441579?hl=en","['fun', 'murder', 'story', 'plot', 'clues', 'sense', 'labyrinth', 'lady', 'waste', 'management']"
Wisma Atria Shopping Centre,"435 Orchard Rd, Singapore 238877",8R3M+F8 Singapore,Shopping mall,4.2,"https://www.google.com.sg/maps/place/Wisma+Atria/@1.3037148,103.8310755,17z/data=!3m2!4b1!5s0x31da198df7f7bb9d:0x4dbceb44261d1aed!4m5!3m4!1s0x31da198df8c29149:0xf771a17ac165c09b!8m2!3d1.3037148!4d103.8332642?hl=en","['japanese', 'ion', 'basement', 'luxury', 'isetan', 'picnic', 'belt', 'walkway', 'subway']"
Spiffy Dapper,"73A Amoy Street Second Floor, 069892",7RJW+4M Singapore,Cocktail bar,4.6,"https://www.google.com.sg/maps/place/The+Spiffy+Dapper/@1.280295,103.8445063,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19ff963821f5:0x53270418cb39cbf8!8m2!3d1.2802915!4d103.8467062?hl=en","['atmosphere', 'gin', 'speakeasy', 'stairs', 'floor', 'door', 'ambience', 'lighting', 'interior', 'walk']"
West Coast Park,"W Coast Ferry Rd, Singapore 126978",7QR8+GM Singapore,Park,4.4,"https://www.google.com.sg/maps/place/West+Coast+Park/@1.2913603,103.7644647,17z/data=!4m5!3m4!1s0x31da1afce2a4cb43:0xec3241e1e8d3caa8!8m2!3d1.2913603!4d103.7666534?hl=en","['sea', 'sunset', 'fly', 'bike', 'the', 'drive', 'port', 'yachts', 'obstacle', 'cranes']"
Jurong Point Shopping Mall,"1 Jurong West Central 2, Singapore 648886",8PQ4+VM Singapore,Shopping mall,4.4,"https://www.google.com.sg/maps/place/Jurong+Point/@1.3397443,103.704541,17z/data=!3m1!4b1!4m5!3m4!1s0x31da0fecdb0cd66b:0x2d89b202b512e598!8m2!3d1.3397443!4d103.7067297?hl=en","['bus', 'the', 'roof', 'basement', 'varieties', 'money', 'foodies', 'food', 'heartland']"
Nex,"23 Serangoon Central, Singapore 556083",9V2C+8W Singapore,Shopping mall,4.3,"https://www.google.com.sg/maps/place/NEX/@1.3507723,103.8700698,17z/data=!3m1!4b1!4m5!3m4!1s0x31da17a6ad801a79:0x25d5947401889c42!8m2!3d1.3507723!4d103.8722585?hl=en","['library', 'bus', 'varieties', 'isetan', 'water', 'purple', 'taxi', 'transport', 'interchange']"
313@somerset,"313 Orchard Rd, Singapore 238895",8R2Q+98 Singapore,Shopping mall,4.3,"https://www.google.com.sg/maps/place/313@somerset/@1.300898,103.8361723,17z/data=!3m2!4b1!5s0x31da1990c3df99e7:0x3257cebf98954f0!4m5!3m4!1s0x31da199127c62a1d:0xe42abb67cad4364f!8m2!3d1.300898!4d103.838361?hl=en","['basement', 'crowd', 'sneakers', 'forever', 'hip', 'republic', 'orchard', 'library', 'subway', 'challenger']"
Ah Seng Durian,"20 Ghim Moh Rd #01-119 to #01-122, Singapore 270020",8Q6Q+CC Singapore,Fruit and vegetable store,4.4,"https://www.google.com.sg/maps/place/Ah+Seng+Durian/@1.3110369,103.7863552,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a6892a8c65b:0x8efe12524a4b54d3!8m2!3d1.3110684!4d103.7886847?hl=en","['takeaway', 'good', 'queue', 'seeds', 'small', 'box', 'stall', 'packaging', 'smell', 'season']"
Geylang Serai New Market,"1 Geylang Serai, Singapore 402001",8V8X+M8 Singapore,Hawker Centre,4.3,"https://www.google.com.sg/maps/place/Geylang+Serai+Market+and+Food+Centre/@1.3167284,103.896088,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1810a1928cf5:0xe32ae7206bb3ada7!8m2!3d1.3167284!4d103.8982767?hl=en","['to', 'malay', 'wet', 'groceries', 'marketing', 'muslim', 'ramadan', 'fresh', 'poultry', 'kue']"
Big Bubble Centre,"115A Commonwealth Dr, Singapore 149596",8Q3X+X6 Singapore,Dive shop,4.7,"https://www.google.com.sg/maps/place/Big+Bubble+Centre/@1.3049,103.7958633,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a409b9ab5c1:0x664de8553d6690d1!8m2!3d1.3048445!4d103.7981053?hl=en","['instructor', 'course', 'safety', 'trip', 'padi', 'patient', 'pool', 'PADI', 'practice', 'theory']"
Ransack Puzzle Hunt,"2 Orchard Link, Scape Mall, Singapore 237978",8R2P+C8 Singapore,Outdoor activity organiser,5,"https://www.google.com.sg/maps/place/Ransack+(The+Puzzle+Company)/@1.3010543,103.8336573,17z/data=!4m5!3m4!1s0x31da3df46ee65bef:0xcd816124e69f6e16!8m2!3d1.3010543!4d103.835846?hl=en","['puzzles', 'escape', 'family', 'play', 'walk', 'team', 'fun', 'learn', 'fort', 'weather']"
Sabaai Sabaai Thai Massage,"49A Boat Quay, Singapore 049838",7RPX+QP Singapore,Spa,4.7,"https://www.google.com.sg/maps/place/Sabaai+Sabaai+Traditional+Thai+Massage/@1.286984,103.847186,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190a35b23345:0x253448ace70b1eee!8m2!3d1.2870004!4d103.8494157?hl=en","['body', 'skilled', 'clean', 'therapist', 'pressure', 'oil', 'neck', 'music', 'curtains', 'asleep']"
Christmas Wonderland at Gardens By The Bay,"18 Marina Gardens Dr, Singapore 018953",7VJ7+JC Singapore,Garden,4.7,"https://www.google.com.sg/maps/place/Gardens+by+the+Bay/@1.2815683,103.8614245,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1904937e1633:0x62099677b59fca76!8m2!3d1.2815683!4d103.8636132?hl=en","['dome', 'music', 'sky', 'cloud', 'light', 'nightscape', 'rainforest', 'tropical', 'planet', 'night']"
Little India Arcade,"48 Serangoon Rd, #02-07, Singapore 217959",8V42+9J Singapore,Outlet mall,4.2,"https://www.google.com.sg/maps/place/Little+India+Arcade/@1.3059144,103.8493189,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19b8c9f85387:0x58bc94870b0357b3!8m2!3d1.3059144!4d103.8515076?hl=en","['indian', 'sweets', 'groceries', 'tourist', 'feel', 'festival', 'gold', 'culture', 'flowers', 'stalls']"
Chestnut Nature Park,"Chestnut Ave, Singapore 679514",9QCH+FR Singapore,Park,4.5,"https://www.google.com.sg/maps/place/Chestnut+Nature+Park/@1.3712384,103.7773488,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1106611d3a1b:0xf7e0e836ac4a604!8m2!3d1.3712384!4d103.7795375?hl=en","['mountain', 'bike', 'wild', 'monkeys', 'pump', 'monitor', 'signage', 'observation', 'concrete', 'jungle']"
The Merry Lion,"8b Circular Rd, 8b #03-00, Singapore 049364",7RQX+5H Singapore,Permanently closed,4.6,"https://www.google.com.sg/maps/place/The+Merry+Lion+Comedy+Cafe+And+Bar/@1.287912,103.846689,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190a41e8dc45:0x9e35f4b18565acbe!8m2!3d1.287912!4d103.8488777?hl=en",
Palm Ave Float Club,"66 Kampong Bugis, #05-01, Singapore 338987",8V48+CC Singapore,Spa and health club,4.8,"https://www.google.com.sg/maps/place/Palm+Ave+Float+Club+(Kampong+Bugis)/@1.3061156,103.8638675,17z/data=!3m1!4b1!4m5!3m4!1s0x31da19b511124ccf:0x315751f20f561c70!8m2!3d1.3060941!4d103.8660402?hl=en","['experience', 'relaxing', 'mind', 'meditation', 'space', 'sleep', 'stress', 'music', 'quiet', 'sensory']"
Indulgence Beauty Centre,"10 Anson Rd, #02-58/57/56/55, Singapore 079903",7RGW+78 Singapore,Facial spa,4.9,"https://www.google.com.sg/maps/place/Best+Acne+%26+Extraction+Facial+Treatment+In+Singapore+-+Indulgence+Beauty+MD+Dermatics+Centre/@1.2756998,103.8436211,17z/data=!3m1!4b1!4m5!3m4!1s0x31da196c902234d9:0xcfa7029649d5b60b!8m2!3d1.2756998!4d103.8458098?hl=en","['hard', 'patient', 'skin', 'relaxing', 'redness', 'asleep', 'blackhead', 'signature', 'explanation', 'analysis']"
Silat Road Sikh Temple,"8 Jalan Bukit Merah, Silat Road Sikh Temple, Singapore 169541",7RGM+R3 Singapore,Gurudwara,4.8,"https://www.google.com.sg/maps/place/Silat+Road+Sikh+Temple/@1.2770886,103.830489,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1965842d1087:0x8f18b98eca0eb9b2!8m2!3d1.2770886!4d103.8326777?hl=en","['food', 'langar', 'pray', 'meals', 'feel', 'students', 'blessed', 'kirtan', 'community', 'evening']"
Hologate Singapore,"North Bridge Rd, #04-K01 Funan, 107, Singapore 179105",7VR2+F3 Singapore,Game store,4.5,"https://www.google.com.sg/maps/place/Hologate+Singapore/@1.2911354,103.8479637,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1969b11dbb0d:0x4a2cff6a99d8d5ea!8m2!3d1.2911354!4d103.8501524?hl=en","['experience', 'VR', 'fun', 'zombie', 'business', 'customer']"
Gs-Diving,"91 Tanglin Halt Rd, #23-302, Singapore 142091",8Q2X+6H Singapore,SCUBA instructor,4.7,"https://www.google.com.sg/maps/place/GS-Diving+Pte+Ltd/@1.3005254,103.7967855,17z/data=!3m1!4b1!4m5!3m4!1s0x31da22a3debd6d2b:0xae047dc6f08fde99!8m2!3d1.300465!4d103.7989722?hl=en","['trip', 'professional', 'organization', 'safety']"
Original Food Tours Singapore,"77 High Street #09-12 High Street Plaza Singapore, 179433",7RRX+CP Singapore,Travel agency,5,"https://www.google.com.sg/maps/place/Original+Food+Tours+Singapore+Pte.+Ltd./@1.291114,103.8471723,17z/data=!4m5!3m4!1s0x31da19a0de819957:0x94cee9887a26193e!8m2!3d1.291137!4d103.849293?hl=en",[]
Victor York-The Boutique By The River,"50 Tras St, #02-02, Singapore 078989",7RHV+6P Singapore,Tailor,5,"https://www.google.com.sg/maps/place/Victor+York+-+Best+Tailor+in+Singapore/@1.2781198,103.8421391,17z/data=!3m1!4b1!4m5!3m4!1s0x31da190bcb8b60fd:0xb61c9657d9a96d88!8m2!3d1.2781201!4d103.8443264?hl=en",[]
Westgate Shopping Mall,"3 Gateway Dr, Singapore 608532",8PMV+R2 Singapore,Shopping mall,4.3,"https://www.google.com.sg/maps/place/Westgate/@1.3345013,103.740419,17z/data=!3m1!4b1!4m5!3m4!1s0x31da100f542860f3:0x1ef4d613d5eb7990!8m2!3d1.3345013!4d103.7426077?hl=en","['isetan', 'the', 'basement', 'big', 'hospital', 'bus', 'republic', 'eco', 'open', 'capitaland']"
Malayan Railways,"67 Commonwealth Dr, Block 67, Singapore 140067",7QXW+CG Singapore,Historical landmark,4.3,"https://www.google.com.sg/maps/place/Former+Malayan+Railways+Historical+Marker./@1.2985242,103.7941272,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a48776f868d:0x9d57e482a9e18416!8m2!3d1.2985242!4d103.7963159?hl=en",[]
Jem,"50 Jurong Gateway Rd, Singapore 608549",8PMV+78 Singapore,Shopping mall,4.3,"https://www.google.com.sg/maps/place/Jem/@1.3332075,103.7411184,17z/data=!3m1!4b1!4m5!3m4!1s0x31da100f1e276d6f:0xebabee6918ce19b8!8m2!3d1.3332075!4d103.7433071?hl=en","['convenient', 'the', 'big', 'basement', 'IKEA', 'varieties', 'bus', 'hospital', 'walkway', 'challenger']"
Woodlands Waterfront Park,"Admiralty Rd W, Singapore 759956",FQ3J+64 Singapore,Park,4.4,"https://www.google.com.sg/maps/place/Woodlands+Waterfront+Park/@1.4530016,103.7780805,17z/data=!3m1!4b1!4m5!3m4!1s0x31da12fccc744f8b:0x9ef10f6a15aa9088!8m2!3d1.4530016!4d103.7802692?hl=en","['jetty', 'sunset', 'evening', 'monkeys', 'fishing', 'seafood', 'coastal', 'strait', 'sea', 'vending']"
Tanglin Mall Bazaar,"163 Tanglin Rd, Singapore 247933",8R3F+WG Singapore,Shopping mall,4.1,"https://www.google.com.sg/maps/place/Tanglin+Mall/@1.3048437,103.8216391,17z/data=!4m5!3m4!1s0x31da198a5b387599:0x87a5f413bb78e90e!8m2!3d1.3048437!4d103.8238278?hl=en","['food', 'restaurants', 'supermarket', 'expat', 'christmas', 'hotel', 'basement', 'snow', 'baby', 'botanical']"
Dilip Textiles,"74 Arab St, Singapore 199771",8V25+GM Singapore,Textile merchant,4.7,"https://www.google.com.sg/maps/place/Dilip+Textiles/@1.3013589,103.8570464,17z/data=!4m5!3m4!1s0x31da19b0e2b40457:0x38394f01e5b61a8f!8m2!3d1.301311!4d103.859183?hl=en","['quality', 'fabrics', 'customer']"
Orchard Central,"181 Orchard Rd, Singapore 238896",8R2Q+7W Singapore,Shopping mall,4.3,"https://www.google.com.sg/maps/place/Orchard+Central/@1.3006295,103.8376855,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1996d80bf041:0x59c30d19073afdf6!8m2!3d1.3006295!4d103.8398742?hl=en","['library', 'basement', 'christmas', 'tourist', 'high', 'heart', 'maze', 'rooftop', 'belt', 'building']"
Tantric Bar & May Wong's Cafe,"80A Neil Rd, Singapore 088842",7RHR+RX Singapore,·$$,4.3,"https://www.google.com.sg/maps/place/Tantric+Bar/@1.279608,103.8402363,17z/data=!3m1!4b1!4m5!3m4!1s0x31da196dc09813a3:0x4836b4308b7733a6!8m2!3d1.279608!4d103.842425?hl=en","['crowd', 'pizza', 'music', 'cocktails', 'prices', 'darts', 'rooms', 'floor', 'pool', 'LGBT']"
Captain Explorer DUKW Tour,"#01-221, 6 Raffles Blvd, 039594",7VR5+G9 Singapore,Corporate office,4.6,"https://www.google.com.sg/maps/place/DUKW+TOUR/@1.2913226,103.8562699,17z/data=!4m5!3m4!1s0x31da19a859bdf747:0xc04dbe8b816a3b64!8m2!3d1.2913226!4d103.8584586?hl=en",[]
The Arts House,"1 Old Parliament Ln, Singapore 179429",7VQ2+CC Singapore,Art center,4.4,"https://www.google.com.sg/maps/place/The+Arts+House/@1.2886111,103.8489224,17z/data=!4m5!3m4!1s0x31da1909f441d265:0xe3a5b3f1fa3f904!8m2!3d1.2886111!4d103.8511111?hl=en","['history', 'concert', 'wedding', 'photo', 'art', 'river', 'performances', 'interior', 'intimate', 'chairs']"
Palate Sensations Cooking School Day Classes,"Chromos #01-03, 10 Biopolis Rd, 138670",8Q3R+JJ Singapore,Cooking School,4.6,"https://www.google.com.sg/maps/place/Palate+Sensations+Culinary+School/@1.3040029,103.7893337,17z/data=!4m5!3m4!1s0x31da1a4988d31709:0x3e563750192b5169!8m2!3d1.3040036!4d103.7915564?hl=en","['chef', 'learn', 'patient', 'home', 'professional', 'environment', 'class', 'holiday', 'skills']"
Shaw Theatres Lido Imax,"350 Orchard Road 5th/6th floor, Shaw House, 238868",8R4J+5J Singapore,Cinema,4.4,"https://www.google.com.sg/maps/place/Shaw+Theatres+Lido/@1.3054665,103.8294175,17z/data=!3m2!4b1!5s0x3e4ba78a229bd6c7:0xbcf4bb5ca55e653!4m5!3m4!1s0x31da198d6d2c80bd:0x7228e21da8cd05a8!8m2!3d1.3054665!4d103.8316062?hl=en","['IMAX', 'lobby', 'heart', 'cold', 'sweater', 'freezing', 'waiting', 'basement', 'departmental', 'headrest']"
Parkway Parade,"80 Marine Parade Rd, Singapore 449269",8W24+G3 Singapore,Shopping mall,4.3,"https://www.google.com.sg/maps/place/Parkway+Parade/@1.3013366,103.9030446,17z/data=!3m1!5s0x31da1871a40e3bad:0xe35907eccab30f20!4m5!3m4!1s0x31da18719a1765d9:0xb69e6095909263a0!8m2!3d1.3013366!4d103.9052333?hl=en","['cinema', 'construction', 'banks', 'roof', 'isetan', 'basement', 'coast', 'timezone', 'republic']"
Tangs Plaza,"310 Orchard Rd, Tang Plaza, Singapore 238864",8R3M+W5 Singapore,Department store,4.3,"https://www.google.com.sg/maps/place/TANGS+at+Tang+Plaza/@1.3047955,103.8307338,17z/data=!4m5!3m4!1s0x31da198d86575f6d:0x64df2e3d7f682cae!8m2!3d1.3047955!4d103.8329225?hl=en","['basement', 'food', 'shopping', 'tourist', 'high', 'rebate', 'local', 'kitchenware', 'heart', 'gadgets']"
Alfie Browns,"501 Bukit Timah Rd, Singapore 259760",8RF7+3P Singapore,Designer Clothing Shop,4.6,"https://www.google.com.sg/maps/place/Alfie+Browns+Italian+Fashion+Boutique/@1.3226927,103.8120978,17z/data=!3m1!4b1!4m5!3m4!1s0x31da1a0697bf9117:0x7e84954f52ceca61!8m2!3d1.3227861!4d103.8143036?hl=en",[]
Chinatown Point,"133 New Bridge Rd, Singapore 059413",7RPV+3V Singapore,·$$,4.1,"https://www.google.com.sg/maps/place/Chinatown+Point/@1.2852093,103.8425341,17z/data=!3m2!4b1!5s0x31da190b4c7c2e15:0xb7a0bbba9439fd98!4m5!3m4!1s0x31da190b4cbb7005:0xc4cc9c6bfb229076!8m2!3d1.2852093!4d103.8447228?hl=en","['travel', 'library', 'basement', 'souvenirs', 'bak', 'chinese', 'culture', 'carpeted', 'walkway', 'spiral']"
Bukit Batok Nature Park,"Cnr Bukit Batok East Avenue 2, Bukit Batok East Ave 6, and, 659761",8QX7+CM Singapore,National park,4.4,"https://www.google.com.sg/maps/place/Bukit+Batok+Nature+Park/@1.3485421,103.7620107,17z/data=!4m5!3m4!1s0x31da1044ad297ab3:0x91640fb9993dc0a7!8m2!3d1.3485421!4d103.7641994?hl=en","['exercise', 'jogging', 'morning', 'quarry', 'pond', 'memorial', 'WWII', 'relax', 'slopes', 'water']"
Bugis+,"201 Victoria St, Singapore 188067",7VX3+RM Singapore,Shopping mall,4.3,"https://www.google.com.sg/maps/place/Bugis%2B/@1.2995955,103.8520304,17z/data=!3m2!4b1!5s0x31da19bae819f967:0xb825fcece0daea7c!4m5!3m4!1s0x31da19baef4923c1:0xd2dad49697017fb9!8m2!3d1.2995955!4d103.8542191?hl=en","['cinema', 'floor', 'souvenirs', 'tourists', 'arcade', 'bridge', 'darts', 'youth', 'teenagers', 'capitaland']"
Gillman Barracks,"9 Lock Rd, Singapore 108937",7RH3+8Q Singapore,Arts organization,4.3,"https://www.google.com.sg/maps/place/Gillman+Barracks/@1.2783333,103.8022557,17z/data=!4m5!3m4!1s0x31da1bc5d913e177:0x7d09267e10d677f6!8m2!3d1.2783333!4d103.8044444?hl=en","['galleries', 'ice', 'walk', 'art', 'contemporary', 'buildings', 'history', 'parking', 'artworks', 'nature']"
